External Library Name, Link to License, License Name, Binaries using the license, URL
tinyobjloader, https://android.googlesource.com/platform/external/tinyobjloader/+/refs/heads/master/LICENSE, MIT, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/tinyobjloader/+/refs/heads/master
Qt 6, https://doc.qt.io/qt-6.5/licensing.html, LGPL-3.0-only, lib64/qt/plugins/imageformats/qwbmpAndroidEmu.dll lib64/qt/plugins/imageformats/qicoAndroidEmu.dll lib64/qt/plugins/imageformats/qwebpAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/zh-TW.pak lib64/qt/translations/qtwebengine_locales/fa.pak lib64/qt/translations/qtwebengine_locales/et.pak lib64/qt/translations/qtwebengine_locales/da.pak lib64/qt/plugins/imageformats/qtiffAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/cs.pak lib64/qt/translations/qtwebengine_locales/en-US.pak lib64/qt/lib/Qt6QuickAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/hi.pak lib64/qt/bin/qtwebengine_locales/sr.pak lib64/qt/resources/icudtl.dat lib64/qt/bin/qtwebengine_locales/ta.pak lib64/qt/lib/Qt6QuickWidgetsAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/bg.pak lib64/qt/bin/qtwebengine_locales/ja.pak lib64/qt/resources/qtwebengine_resources_100p.pak lib64/qt/bin/qtwebengine_locales/en-US.pak lib64/qt/translations/qtwebengine_locales/sr.pak lib64/qt/lib/Qt6SvgAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/it.pak lib64/qt/translations/qtwebengine_locales/hi.pak lib64/qt/translations/qtwebengine_locales/mr.pak lib64/qt/translations/qtwebengine_locales/uk.pak lib64/qt/translations/qtwebengine_locales/id.pak lib64/qt/bin/qtwebengine_locales/ca.pak lib64/qt/bin/qtwebengine_locales/id.pak lib64/qt/translations/qtwebengine_locales/ar.pak lib64/qt/translations/qtwebengine_locales/de.pak lib64/qt/translations/qtwebengine_locales/he.pak lib64/qt/bin/qtwebengine_locales/lt.pak lib64/qt/bin/qtwebengine_locales/te.pak lib64/qt/bin/qtwebengine_locales/ar.pak lib64/qt/translations/qtwebengine_locales/hr.pak lib64/qt/bin/qtwebengine_locales/fil.pak lib64/qt/lib/Qt6SvgWidgetsAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/ta.pak lib64/qt/bin/qtwebengine_locales/nl.pak lib64/qt/bin/qtwebengine_locales/gu.pak lib64/qt/translations/qtwebengine_locales/sw.pak lib64/qt/translations/qtwebengine_locales/tr.pak lib64/qt/translations/qtwebengine_locales/hu.pak lib64/qt/bin/qtwebengine_locales/tr.pak lib64/qt/bin/qtwebengine_locales/he.pak lib64/qt/lib/Qt6WebChannelAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/th.pak lib64/qt/translations/qtwebengine_locales/ko.pak lib64/qt/plugins/imageformats/qjpegAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/el.pak lib64/qt/bin/qtwebengine_locales/et.pak lib64/qt/translations/qtwebengine_locales/ms.pak lib64/qt/bin/qtwebengine_locales/am.pak lib64/qt/plugins/iconengines/qsvgiconAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/th.pak lib64/qt/translations/qtwebengine_locales/te.pak lib64/qt/resources/qtwebengine_resources.pak lib64/qt/translations/qtwebengine_locales/nl.pak lib64/qt/bin/qtwebengine_locales/lv.pak lib64/qt/lib/Qt6QmlAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/de.pak lib64/qt/plugins/imageformats/qtgaAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/es.pak lib64/qt/plugins/imageformats/qsvgAndroidEmu.dll lib64/qt/bin/qtwebengine_resources.pak lib64/qt/bin/qtwebengine_devtools_resources.pak lib64/qt/bin/qtwebengine_locales/ms.pak lib64/qt/translations/qtwebengine_locales/sv.pak lib64/qt/translations/qtwebengine_locales/vi.pak lib64/qt/bin/qtwebengine_locales/zh-CN.pak lib64/qt/translations/qtwebengine_locales/pt-PT.pak lib64/qt/translations/qtwebengine_locales/ja.pak lib64/qt/bin/qtwebengine_locales/en-GB.pak lib64/qt/lib/Qt6WidgetsAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/lv.pak lib64/qt/bin/qtwebengine_locales/pl.pak lib64/qt/translations/qtwebengine_locales/fi.pak lib64/qt/lib/Qt6PositioningAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/pt-BR.pak lib64/qt/bin/qtwebengine_resources_100p.pak lib64/qt/bin/qtwebengine_locales/es-419.pak lib64/qt/bin/qtwebengine_locales/hr.pak lib64/qt/translations/qtwebengine_locales/ca.pak lib64/qt/bin/qtwebengine_locales/sv.pak lib64/qt/bin/icudtl.dat lib64/qt/bin/qtwebengine_locales/pt-PT.pak lib64/qt/bin/qtwebengine_resources_200p.pak lib64/qt/lib/Qt6WebSocketsAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/es-419.pak lib64/qt/bin/qtwebengine_locales/kn.pak lib64/qt/translations/qtwebengine_locales/kn.pak lib64/qt/translations/qtwebengine_locales/gu.pak lib64/qt/translations/qtwebengine_locales/pl.pak lib64/qt/plugins/imageformats/qicnsAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/el.pak lib64/qt/plugins/platforms/qwindowsAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/ro.pak lib64/qt/translations/qtwebengine_locales/lt.pak lib64/qt/bin/qtwebengine_locales/fr.pak ./emulator.exe lib64/qt/translations/qtwebengine_locales/ml.pak lib64/qt/translations/qtwebengine_locales/es.pak lib64/qt/bin/qtwebengine_locales/mr.pak lib64/qt/translations/qtwebengine_locales/en-GB.pak lib64/qt/bin/QtWebEngineProcess.exe lib64/qt/resources/qtwebengine_devtools_resources.pak lib64/qt/lib/Qt6OpenGLAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/sw.pak lib64/qt/lib/Qt6NetworkAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/fr.pak lib64/qt/translations/qtwebengine_locales/cs.pak lib64/qt/translations/qtwebengine_locales/zh-CN.pak lib64/qt/lib/Qt6QmlModelsAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/sl.pak lib64/qt/bin/qtwebengine_locales/uk.pak lib64/qt/bin/qtwebengine_locales/fa.pak lib64/qt/translations/qtwebengine_locales/zh-TW.pak lib64/qt/translations/qtwebengine_locales/nb.pak lib64/qt/translations/qtwebengine_locales/ru.pak lib64/qt/plugins/imageformats/qgifAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/hu.pak lib64/qt/translations/qtwebengine_locales/fil.pak lib64/qt/lib/Qt6GuiAndroidEmu.dll lib64/qt/translations/qtwebengine_locales/am.pak lib64/qt/translations/qtwebengine_locales/bg.pak lib64/qt/bin/qtwebengine_locales/sk.pak lib64/qt/lib/Qt6WebEngineCoreAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/bn.pak lib64/qt/bin/qtwebengine_locales/nb.pak lib64/qt/translations/qtwebengine_locales/sk.pak lib64/qt/bin/qtwebengine_locales/vi.pak lib64/qt/bin/qtwebengine_locales/da.pak lib64/qt/translations/qtwebengine_locales/it.pak lib64/qt/bin/qtwebengine_locales/pt-BR.pak lib64/qt/resources/qtwebengine_resources_200p.pak lib64/qt/bin/qtwebengine_locales/ko.pak lib64/qt/bin/qtwebengine_locales/ru.pak lib64/qt/lib/Qt6CoreAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/ml.pak lib64/qt/translations/qtwebengine_locales/bn.pak lib64/qt/lib/Qt6WebEngineWidgetsAndroidEmu.dll lib64/qt/bin/qtwebengine_locales/ro.pak lib64/qt/bin/qtwebengine_locales/sl.pak lib64/qt/bin/qtwebengine_locales/fi.pak, https://android.googlesource.com/platform/external/qt5/+/refs/heads/upstream-6.5.3
dtc, https://kernel.googlesource.com/pub/scm/utils/dtc/dtc.git/+/refs/heads/master/README.license, GPL-2.0-or-later, ./emulator-check.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://kernel.googlesource.com/pub/scm/utils/dtc/dtc.git/+/refs/heads/master/
grpc, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev/NOTICE.txt, Apache-2.0, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev
libcurl, https://android.googlesource.com/platform/external/curl/+/refs/heads/emu-master-dev/NOTICE, curl, ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu-img.exe emugl_common.dll ./emulator-check.exe ./emulator.exe android-emu-metrics.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-curl.dll android-emu-shared.dll ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/curl/+/refs/heads/emu-master-dev
libjpeg, https://android.googlesource.com/platform/external/qemu/+/refs/heads/emu-master-dev/android/third_party/jpeg-6b/NOTICE, IJG, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/qemu/+/refs/heads/emu-master-dev/android/third_party/jpeg-6b/
bios, https://android.googlesource.com/platform/external/qemu-pc-bios/+/refs/heads/master/README, LGPL-2.0-or-later, ./emulator.exe, https://android.googlesource.com/platform/external/qemu-pc-bios/+/refs/heads/master/
upb_json_lib, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev/NOTICE.txt, Apache-2.0, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev
Qt Gui, https://doc.qt.io/qt-6.5/qtGui-index.html#licenses-and-attributions, LGPL-3.0-only, ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-armel.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-i386.exe, https://android.googlesource.com/platform/external/qt5/+/refs/heads/upstream-6.5.3
boringssl, https://android.googlesource.com/platform/external/boringssl/+/refs/heads/master/NOTICE, OpenSSL, ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu-img.exe emugl_common.dll ./emulator-check.exe ./emulator.exe android-emu-metrics.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./crashreport.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-curl.dll android-emu-shared.dll ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/boringssl/+/refs/heads/master
grpc++, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev/NOTICE.txt, Apache-2.0, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev
angle, https://chromium.googlesource.com/angle/angle/LICENSE, BSD-3-Clause, ./emulator.exe gfxstream_backend.dll lib64/libshadertranslator.dll, https://chromium.googlesource.com/angle/angle
hostapd, https://android.googlesource.com/platform/external/wpa_supplicant_8/+/refs/heads/emu-master-dev/NOTICE, BSD, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/wpa_supplicant_8/+/refs/heads/emu-master-dev
protobuf, BSD-3-Clause, BSD-3-Clause, ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe android-emu-protos.dll ./qemu-img.exe emugl_common.dll ./emulator-check.exe android-emu-metrics.dll ./emulator.exe ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./crashreport.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-tracing.dll android-emu-shared.dll libprotobuf.dll ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, 
Netsim, https://android.googlesource.com/platform/tools/netsim/+/refs/heads/main/LICENSE, Apache-2.0, ./emulator-check.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, 
grpc++_reflection, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev/NOTICE.txt, Apache-2.0, ./emulator-check.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev
LibXml2, https://github.com/GNOME/libxml2/blob/mainline/Copyright, MIT, ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu-img.exe emugl_common.dll ./emulator-check.exe ./emulator.exe android-emu-metrics.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/prebuilts/android-emulator-build/archive/+/refs/heads/emu-master-dev/libxml2-2.9.2.tar.gz
libvpx, https://chromium.googlesource.com/webm/libvpx/+/refs/heads/master/LICENSE, BSD-3-Clause, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://chromium.googlesource.com/webm/libvpx/
upb_collections_lib, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev/NOTICE.txt, Apache-2.0, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev
ffmpeg, https://github.com/FFmpeg/FFmpeg/blob/master/LICENSE.md, GPL-2.0-or-later, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/prebuilts/android-emulator-build/archive/+/refs/heads/emu-master-dev/ffmpeg-3.4.5.tar.xz
picosha2, https://android.googlesource.com/platform/external/qemu/+/refs/heads/emu-master-dev/android/third_party/picosha2/LICENSE, MIT, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe android-emu-metrics.dll gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/qemu/+/refs/heads/emu-master-dev/android/third_party/picosha2/
mynewt-nimble, https://android.googlesource.com/platform/external/qemu/+/emu-master-dev/android/third_party/mynewt-nimble/LICENSE, Apache=2.0, ./nimble_bridge.exe, 
keymaster-3, https://android.googlesource.com/platform/external/qemu/+/emu-master-dev/android/third_party/libkeymaster3/NOTICE, Apache-2.0, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/qemu/+/emu-master-dev/android/third_party/libkeymaster3
qemu, https://android.googlesource.com/platform/external/qemu/+/refs/heads/emu-master-dev/LICENSE, GPL-2.0-only, ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe ./qemu-img.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/qemu/+/refs/heads/emu-master-dev
address_sorting, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev/NOTICE.txt, Apache-2.0, emugl_common.dll ./emulator-check.exe ./nimble_bridge.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe gfxstream_backend.dll ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe android-emu-shared.dll ./qemu-img.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/external/grpc-grpc/+/refs/heads/emu-master-dev
pixman-1, https://gitlab.freedesktop.org/pixman/pixman/blob/master/COPYING, MIT, ./emulator-check.exe ./qemu/windows-x86_64/qemu-system-i386-headless.exe ./qemu/windows-x86_64/qemu-system-armel-headless.exe ./qemu/windows-x86_64/qemu-system-i386.exe ./qemu/windows-x86_64/qemu-system-x86_64-headless.exe ./qemu/windows-x86_64/qemu-system-x86_64.exe ./qemu/windows-x86_64/qemu-system-aarch64.exe ./qemu/windows-x86_64/qemu-system-armel.exe ./qsn.exe ./qemu/windows-x86_64/qemu-system-aarch64-headless.exe, https://android.googlesource.com/platform/prebuilts/android-emulator-build/archive/+/refs/heads/emu-master-dev/pixman-0.34.0.tar.gz
